index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
24048,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-11248,-2391,1,0,0,0,Drivers,2.0,-47.0,1.0
24049,F,Y,Y,1,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15443,-290,1,0,0,0,Sales staff,3.0,-23.0,2.0
24050,M,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15167,-2162,1,0,0,0,Drivers,3.0,-35.0,2.0
24051,F,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,-12804,-4977,1,0,0,0,Accountants,4.0,-32.0,1.0
24052,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23083,365243,1,0,0,0,,1.0,-28.0,0.0
24053,F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12903,-4439,1,0,0,0,Security staff,4.0,-20.0,2.0
24054,F,N,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15731,-4488,1,1,0,0,Accountants,2.0,-10.0,1.0
24055,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17473,-2631,1,0,0,0,Managers,1.0,-18.0,1.0
24056,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12078,-673,1,1,1,0,Laborers,2.0,-22.0,2.0
24057,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-19124,-670,1,0,0,0,,1.0,-15.0,2.0
24058,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14813,-657,1,0,0,0,High skill tech staff,2.0,-6.0,1.0
24059,M,Y,N,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14670,-6957,1,0,1,0,,4.0,-20.0,2.0
24060,M,Y,N,0,184500.0,Working,Secondary / secondary special,Married,Municipal apartment,-18013,-1215,1,0,0,0,Laborers,2.0,-41.0,2.0
24061,F,N,N,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-10193,-105,1,1,1,0,Accountants,2.0,-23.0,2.0
24062,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23120,365243,1,0,0,0,,2.0,-9.0,1.0
24063,M,N,N,0,225000.0,Working,Higher education,Single / not married,House / apartment,-10166,-1774,1,1,0,0,,1.0,-14.0,2.0
24064,F,Y,N,1,405000.0,Working,Secondary / secondary special,Married,Rented apartment,-13810,-1678,1,1,1,1,Core staff,3.0,-48.0,1.0
24065,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18759,365243,1,0,0,0,,2.0,-3.0,1.0
24066,F,N,N,0,76500.0,Pensioner,Higher education,Married,House / apartment,-20833,365243,1,0,0,0,,2.0,-59.0,1.0
24067,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11598,-1976,1,1,0,0,,2.0,-42.0,1.0
24068,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15351,-6790,1,0,0,0,Core staff,1.0,-20.0,0.0
24069,M,Y,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13087,-313,1,0,0,0,,2.0,-54.0,2.0
24070,F,N,Y,0,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18449,-9683,1,0,0,0,,1.0,-39.0,0.0
24071,F,N,Y,0,171000.0,Working,Incomplete higher,Married,House / apartment,-11052,-609,1,0,0,0,High skill tech staff,2.0,-16.0,2.0
24072,F,Y,Y,0,85500.0,Working,Higher education,Married,House / apartment,-18438,-9724,1,0,1,0,Core staff,2.0,-7.0,2.0
24073,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23929,365243,1,0,1,0,,1.0,-32.0,2.0
24074,M,N,N,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13538,-5422,1,1,1,0,Drivers,3.0,-16.0,1.0
24075,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14321,-1537,1,0,0,0,Drivers,2.0,-21.0,2.0
24076,M,Y,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14301,-200,1,0,1,0,Laborers,3.0,-20.0,1.0
24077,F,Y,N,4,202500.0,Working,Incomplete higher,Married,House / apartment,-12448,-4395,1,0,0,0,Core staff,6.0,-14.0,2.0
24078,F,N,Y,0,135000.0,Working,Lower secondary,Civil marriage,House / apartment,-15143,-991,1,0,0,0,Laborers,2.0,-9.0,2.0
24079,F,Y,Y,2,112500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-13328,-5817,1,0,1,0,High skill tech staff,4.0,-29.0,2.0
24080,M,Y,N,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-9579,-835,1,0,0,0,Laborers,2.0,-2.0,0.0
24081,M,N,Y,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11524,-2554,1,0,0,0,Sales staff,3.0,-27.0,2.0
24082,F,N,N,0,135000.0,Pensioner,Higher education,Single / not married,House / apartment,-24022,365243,1,0,0,0,,1.0,-44.0,0.0
24083,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,1,0,1,0,Sales staff,3.0,-43.0,1.0
24084,M,N,Y,0,216000.0,Commercial associate,Higher education,Married,House / apartment,-19150,-7415,1,0,0,1,Managers,2.0,-19.0,2.0
24085,F,N,N,0,54000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20132,365243,1,0,0,0,,1.0,0.0,1.0
24086,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20285,-1734,1,1,1,0,High skill tech staff,2.0,-28.0,2.0
24087,M,Y,Y,0,495000.0,Pensioner,Higher education,Single / not married,House / apartment,-22867,365243,1,0,0,0,,1.0,-50.0,2.0
24088,F,N,N,0,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22867,365243,1,0,0,0,,2.0,-16.0,2.0
24089,F,N,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-18705,-5345,1,0,0,0,Medicine staff,2.0,-35.0,2.0
24090,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15088,-2759,1,0,0,0,Laborers,2.0,-34.0,2.0
24091,F,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14234,-309,1,0,0,0,Core staff,3.0,-1.0,1.0
24092,F,Y,Y,0,180000.0,Working,Higher education,Married,House / apartment,-15554,-2416,1,0,1,0,Drivers,2.0,-30.0,1.0
24093,F,N,N,1,202500.0,Working,Higher education,Married,House / apartment,-16391,-2014,1,1,0,0,,3.0,-52.0,2.0
24094,M,Y,N,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14950,-938,1,0,0,0,Drivers,4.0,-24.0,2.0
24095,F,Y,Y,1,225000.0,Working,Higher education,Separated,House / apartment,-14816,-1672,1,0,0,0,Core staff,2.0,-11.0,1.0
24096,F,N,N,0,99000.0,Working,Higher education,Married,House / apartment,-14661,-5521,1,0,0,0,,2.0,-11.0,1.0
24097,F,N,Y,0,81000.0,Pensioner,Lower secondary,Married,House / apartment,-21801,365243,1,0,0,0,,2.0,-9.0,1.0
24098,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20870,-1583,1,0,0,0,Medicine staff,2.0,-23.0,2.0
24099,F,N,Y,0,360000.0,Pensioner,Higher education,Married,House / apartment,-22295,365243,1,0,0,0,,2.0,-23.0,1.0
24100,F,N,N,1,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10151,-1138,1,0,0,0,Laborers,3.0,-11.0,2.0
24101,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,-17237,-3000,1,0,0,0,Medicine staff,1.0,-13.0,2.0
24102,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24521,365243,1,0,0,0,,2.0,-46.0,2.0
24103,F,N,Y,3,103500.0,Working,Secondary / secondary special,Married,House / apartment,-10682,-1692,1,0,0,0,Medicine staff,5.0,-37.0,2.0
24104,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-17300,-1235,1,0,0,0,Drivers,2.0,-38.0,2.0
24105,F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,-9313,-615,1,0,0,0,,2.0,-27.0,2.0
24106,M,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12910,-359,1,0,1,0,Drivers,3.0,-25.0,2.0
24107,M,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10182,-2403,1,0,0,0,Sales staff,1.0,-36.0,2.0
24108,M,N,Y,1,382500.0,Working,Secondary / secondary special,Married,House / apartment,-12791,-460,1,0,0,0,,3.0,-44.0,2.0
24109,F,N,N,0,117000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23283,365243,1,0,1,0,,2.0,-3.0,1.0
24110,F,N,Y,0,193500.0,State servant,Secondary / secondary special,Married,Office apartment,-22168,-10155,1,0,0,0,Cooking staff,2.0,-1.0,1.0
24111,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23146,365243,1,0,0,0,,1.0,-31.0,1.0
24112,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21066,365243,1,0,0,0,,1.0,-7.0,1.0
24113,F,N,N,1,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,-12217,-2349,1,1,0,0,,3.0,-53.0,1.0
24114,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20493,-7624,1,1,1,0,Managers,2.0,-47.0,1.0
24115,M,Y,Y,0,450000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10837,-588,1,0,0,1,Sales staff,1.0,-27.0,2.0
24116,F,N,Y,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-14172,-3931,1,0,0,0,Laborers,1.0,-51.0,2.0
24117,F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-13639,-188,1,1,0,0,Cooking staff,3.0,-46.0,2.0
24118,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,-11327,-101,1,1,1,0,Core staff,4.0,-16.0,0.0
24119,F,N,N,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20429,365243,1,0,1,0,,2.0,-4.0,2.0
24120,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16691,-1291,1,0,0,0,High skill tech staff,3.0,-41.0,2.0
24121,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-17482,-2264,1,0,0,0,Sales staff,1.0,-15.0,2.0
24122,F,Y,Y,0,144000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12116,-2714,1,1,1,0,Drivers,2.0,-25.0,2.0
24123,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18759,365243,1,0,0,0,,2.0,-18.0,2.0
24124,F,N,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-13520,-5488,1,0,0,0,Core staff,2.0,-46.0,2.0
24125,F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16300,-9698,1,0,0,1,Managers,2.0,-41.0,2.0
24126,F,Y,N,1,157500.0,Working,Higher education,Married,House / apartment,-9697,-257,1,0,0,0,Sales staff,3.0,-35.0,0.0
24127,F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14212,-1889,1,0,0,0,Laborers,4.0,-14.0,2.0
24128,F,Y,N,0,270000.0,Working,Incomplete higher,Single / not married,With parents,-9690,-2765,1,1,1,0,Managers,1.0,-19.0,0.0
24129,F,N,Y,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-18939,-12179,1,0,0,0,Laborers,1.0,-24.0,0.0
24130,F,Y,Y,0,45000.0,Pensioner,Higher education,Married,House / apartment,-22420,365243,1,0,1,0,,2.0,-8.0,2.0
24131,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-17056,-10094,1,1,1,0,Core staff,2.0,-32.0,0.0
24132,F,Y,N,0,168750.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21027,365243,1,0,1,0,,2.0,-52.0,1.0
24133,F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22576,365243,1,0,0,0,,1.0,-21.0,2.0
24134,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16557,-2834,1,0,0,0,Sales staff,1.0,-1.0,1.0
24135,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9957,-921,1,1,0,0,Drivers,3.0,-26.0,1.0
24136,M,Y,N,2,166500.0,Commercial associate,Higher education,Married,House / apartment,-12312,-1199,1,0,0,0,Core staff,4.0,-17.0,0.0
24137,F,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15123,-2873,1,0,1,0,Sales staff,2.0,-19.0,1.0
24138,F,N,Y,2,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11268,-1741,1,0,0,1,Sales staff,4.0,-12.0,2.0
24139,M,N,Y,0,202500.0,Working,Higher education,Single / not married,House / apartment,-12811,-4327,1,0,0,0,,1.0,-39.0,2.0
24140,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-17450,-5495,1,0,0,0,Managers,1.0,-3.0,1.0
24141,F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11965,-2863,1,0,0,0,Sales staff,4.0,-36.0,0.0
24142,M,Y,Y,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14192,-824,1,1,1,0,High skill tech staff,5.0,-24.0,2.0
24143,F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,-22228,-686,1,1,1,0,High skill tech staff,2.0,-47.0,2.0
24144,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16829,-2537,1,0,0,0,High skill tech staff,2.0,-6.0,0.0
24145,F,N,Y,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-12047,-4796,1,0,0,0,Medicine staff,3.0,-51.0,2.0
24146,F,Y,N,0,270000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-16692,-7130,1,0,0,0,,2.0,-46.0,2.0
24147,F,N,Y,3,37800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13014,365243,1,0,0,0,,5.0,-6.0,2.0
24148,F,N,N,2,139500.0,Working,Incomplete higher,Married,With parents,-13166,-2988,1,1,1,0,Core staff,4.0,-56.0,2.0
24149,F,N,N,1,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14002,-5557,1,0,0,0,Laborers,3.0,-14.0,2.0
24150,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24387,365243,1,0,0,0,,1.0,-47.0,2.0
24151,F,N,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-15653,-2235,1,1,0,0,Laborers,2.0,-29.0,2.0
24152,F,N,N,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23029,365243,1,0,0,0,,1.0,-16.0,2.0
24153,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,-16271,-3111,1,0,0,0,Core staff,2.0,-28.0,1.0
24154,M,Y,N,0,157500.0,State servant,Secondary / secondary special,Single / not married,Municipal apartment,-8466,-1236,1,0,0,0,Laborers,1.0,-26.0,2.0
24155,F,Y,Y,2,180000.0,Working,Higher education,Single / not married,Municipal apartment,-10433,-3019,1,0,0,0,Laborers,3.0,-14.0,0.0
24156,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-22190,-523,1,0,0,0,,2.0,-8.0,2.0
24157,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-20976,-1776,1,0,0,0,Laborers,2.0,-16.0,2.0
24158,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18626,-1332,1,0,0,0,Security staff,2.0,-43.0,2.0
24159,M,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-11496,-1737,1,1,0,0,Laborers,2.0,-19.0,2.0
24160,M,Y,Y,0,382500.0,Working,Higher education,Separated,House / apartment,-14806,-710,1,1,1,0,Managers,1.0,-42.0,2.0
24161,F,N,Y,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-14547,-4550,1,1,1,0,Laborers,1.0,-23.0,2.0
24162,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,With parents,-19723,-1191,1,0,1,0,,2.0,-11.0,0.0
24163,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10386,-412,1,1,0,0,,1.0,-10.0,2.0
24164,F,N,Y,0,117000.0,Pensioner,Higher education,Married,House / apartment,-21428,365243,1,0,1,0,,2.0,-16.0,2.0
24165,F,N,Y,0,40500.0,Pensioner,Lower secondary,Married,House / apartment,-23933,365243,1,0,0,0,,2.0,-60.0,1.0
24166,F,N,Y,0,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18449,-9683,1,0,0,0,,1.0,-10.0,0.0
24167,F,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14594,-2673,1,0,1,1,Accountants,2.0,-17.0,2.0
24168,F,Y,Y,0,135000.0,Working,Higher education,Civil marriage,House / apartment,-19841,-4428,1,1,1,0,Managers,2.0,-50.0,2.0
24169,F,N,N,1,90000.0,Working,Secondary / secondary special,Separated,Rented apartment,-14210,-344,1,0,0,1,Sales staff,2.0,-12.0,2.0
24170,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13440,-6639,1,0,0,0,Core staff,2.0,-50.0,2.0
24171,M,Y,N,0,162000.0,Working,Secondary / secondary special,Separated,House / apartment,-15973,-3590,1,1,1,0,,1.0,-10.0,2.0
24172,M,N,N,0,157500.0,State servant,Higher education,Married,House / apartment,-11965,-3876,1,0,0,0,Core staff,2.0,-38.0,2.0
24173,F,N,Y,2,90000.0,State servant,Secondary / secondary special,Married,With parents,-12989,-6195,1,0,0,0,Drivers,4.0,-40.0,2.0
24174,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-18042,-1603,1,0,1,1,Laborers,1.0,-36.0,2.0
24175,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,-11327,-101,1,1,1,0,Core staff,4.0,-39.0,2.0
24176,M,N,N,1,405000.0,Working,Secondary / secondary special,Married,With parents,-12675,-1328,1,0,0,0,Drivers,3.0,-14.0,1.0
24177,F,N,N,0,175500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18643,-658,1,0,0,0,High skill tech staff,1.0,-4.0,2.0
24178,F,Y,Y,2,180000.0,Commercial associate,Higher education,Married,House / apartment,-11719,-2866,1,0,1,1,,4.0,-11.0,1.0
24179,F,N,N,0,225000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-10229,-1209,1,0,0,0,Accountants,1.0,-9.0,2.0
24180,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16280,-3694,1,0,0,1,Sales staff,3.0,-58.0,2.0
24181,F,Y,Y,1,270000.0,Commercial associate,Academic degree,Married,House / apartment,-12155,-979,1,0,0,0,Sales staff,3.0,-19.0,1.0
24182,F,N,N,0,405000.0,Working,Higher education,Married,House / apartment,-10726,-1921,1,1,1,0,,2.0,-35.0,2.0
24183,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20323,-1727,1,0,0,0,Cleaning staff,2.0,0.0,0.0
24184,F,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19790,-653,1,1,1,0,Cooking staff,2.0,-39.0,2.0
24185,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16951,-3017,1,1,1,0,,2.0,-6.0,2.0
24186,M,Y,Y,0,450000.0,Working,Higher education,Married,House / apartment,-19087,-4434,1,0,1,0,Managers,2.0,-22.0,1.0
24187,F,N,Y,0,310500.0,State servant,Higher education,Single / not married,House / apartment,-13141,-1317,1,0,0,1,Accountants,1.0,-12.0,2.0
24188,F,N,Y,1,99000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14798,-3251,1,1,1,0,Laborers,3.0,-53.0,2.0
24189,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,With parents,-11176,-3079,1,1,0,0,,2.0,-47.0,2.0
24190,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23255,365243,1,0,0,0,,2.0,-55.0,0.0
24191,F,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-15481,-2874,1,0,0,0,Private service staff,3.0,-29.0,2.0
24192,F,N,Y,0,62653.5,Working,Secondary / secondary special,Separated,House / apartment,-19658,-320,1,1,1,0,Sales staff,1.0,-28.0,0.0
24193,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14133,-185,1,0,1,0,Sales staff,3.0,-33.0,0.0
24194,F,N,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-13520,-5488,1,0,0,0,Core staff,2.0,-16.0,2.0
24195,M,N,Y,0,49500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22129,365243,1,0,0,0,,2.0,-1.0,1.0
24196,F,N,N,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,-19363,-12332,1,0,1,1,Medicine staff,1.0,-30.0,2.0
24197,F,Y,Y,0,360000.0,State servant,Higher education,Married,House / apartment,-14498,-6123,1,0,0,1,Core staff,2.0,-29.0,2.0
24198,F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-19620,-2196,1,0,0,0,Core staff,2.0,-11.0,0.0
